"Product name ","Short Description","Regular Price","MATERIAL CODE","Attr Distance","Attr Distance Value","Attr Size Name","Attr Size Value","Attr Flush Name","Attr Flush Value","Attr Seat Cover Name","Attr Seat Cover Value","Attr Colour","Attr Colour Value","Attr Feature Name","Attr Feature Value","Feature Name 1","Feature Icon 1","Feature Name 2","Feature Icon 2","Feature Name 3","Feature Icon 3","Collection","Collection Icon","Categories","Image URL"
"One Piece Toilet - 670 x 375 x 750 mm -Demo","With Ceramic Waste Coupling","18500","ASOP5005TWSD","Wall Distance","S-220 MM","Size (Length)","350 - 400 mm ","Flush","Single Flush ","Seat Cover","PP Slim Soft Close Seat Cover","Colour ","True White","Feature","Whirlpool Flushing | True Rimless","Whirlpool Flushing","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/Whirlpool-flush.png","True Rimless","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/Whirlpool-flush.png","","","Imperia","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/06/imperia.png","Sanitaryware>Toilet>One Piece Toilet","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/none_piece_toilet_cat.png || https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/n2_piece_toilet_cat.png || https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/nfloor_mounting.png || https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/nwall_hung.png"
