"Product name ","Short Description","Regular Price","Attr Name","Attr Value","Attr Name1","Attr Value1","Attr Name3","Attr Value3","Attr Name4","Attr Value4","Attr Name5","Attr Value5","Attr Name6","Attr Value6","Feature Name 1","Feature Icon 1","Feature Name 2","Feature Icon 2","Feature Name 3","Feature Icon 3","Collection","Collection Icon","Categories","MATERIAL CODE","Image URL"
"Very NEW - One Piece Toilet - 672 x 375 x 750 mm","672 x 375 x 750 mm , S-250 MM, DUROPLAST SLIM SOFT CLOSE SEAT COVER","17500","Distance","S-220 MM","Size","350 - 400 mm ","Flush","Single Flush ","Style","Rag Bolt distance ","Colour ","TRUE WHITE","Features","Whirlpool Flushing | True Rimless","Whirlpool Flushing","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/Asset-8.svg","True Rimless","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/Asset-9.svg","","","Imperia","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/06/imperia.png","Sanitaryware>Toilet>One Piece Toilet","ASOP5003TWDS","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/none_piece_toilet_cat.png || https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/n2_piece_toilet_cat.png || https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/nfloor_mounting.png || https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/nwall_hung.png"
