"Product name ","Short Description","Regular Price","SKU","Conceald Product Code","Concealed Part MRP","Upper Part MRP","Attr - Basin","Attr - Basin Value","Attr - Shower Name","Attr - Shower  Value","Attr  Kitchen Name","Attr - Kitchen Value","Attr - Seat Allied Products Name","Attr - Allied Products Value","Attr - Colour","Attr - Colour Value","Functions","Ranges","Collection","Collection Icon","Categories","Image URL"
"P30 Wall Mounted Single Lever Basin Mixer with 2 mm Thick Solid Flange","","9850","AF300216CHBR","AF901011CHBR","₹ 3,350","₹ 6,500","Basin Area","Wall mounted Basin Mixers","Shower Area","Single Lever Diverter","Kitchen Area","Wall Mounted Sink Cock ","Allied Products","Bib Cock ","Colour ","TRUE WHITE","Single Lever","P30","Premia","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/premia.png","Faucets>Basin Area","https://drive.google.com/file/d/19XhIN65dbdZ5Jl_FceUtwVggzVxFoQ8s/view?usp=sharing"
